Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW,Memory_mB
2025-10-07 15:30:36,Hello; my name is (gen 94),GPU,0.0000,7224.0794,1.0054,0.0000,61983.7630,11.8900,11.8243,11.8959,0.9851,0.6727,12.0019,11.8120,1.3927,0.7266,11.8895,11.7800,0.8604,1.0039,8002.7970,8580.1608,11826.0344,749.3848
2025-10-07 15:30:43,Hello; my name is (gen 95),GPU,0.0000,7204.6180,0.0000,0.0000,41024.8928,0.0000,11.9380,11.9451,1.4258,0.9664,12.0256,11.7839,1.1940,0.4832,12.0385,11.7843,1.4105,1.1272,11543.3542,5694.2496,13282.9832,227.2235
2025-10-07 15:30:51,Hello; my name is (gen 96),GPU,0.0000,7247.8585,1.5028,0.0000,72979.6467,8.8478,11.8291,11.9752,1.0123,0.7832,11.9974,11.8017,1.4666,0.8520,11.8592,11.7627,0.6182,0.5005,9379.5571,10069.1323,5887.7514,469.1398
2025-10-07 15:30:59,Hello; my name is (gen 97),GPU,1.0054,7223.7763,0.9997,8.2571,53612.2598,12.4838,11.9427,11.9821,0.5919,0.6854,11.9450,11.7699,1.3043,0.6301,11.9310,11.7217,1.1614,1.0653,8212.6118,7421.6389,12487.6847,398.6500
2025-10-07 15:31:06,Hello; my name is (gen 98),GPU,0.5059,7208.7030,0.9997,2.5891,80672.0151,9.4792,12.0681,11.8643,1.0136,0.4313,12.0649,11.9046,1.2676,0.9401,11.9295,11.8022,0.5735,0.8034,5117.5562,11190.9195,9482.1311,531.5272
2025-10-07 15:31:14,Hello; my name is (gen 99),GPU,0.0000,7241.7855,1.0002,0.0000,63781.8924,7.0761,11.9408,11.9989,0.9532,0.6987,12.0715,11.7843,0.7549,0.7479,12.0633,11.8776,1.4455,0.5957,8383.8502,8807.4815,7074.9712,554.0882
2025-10-07 15:31:22,Hello; my name is (gen 100),GPU,0.0000,7220.2854,0.0000,0.0000,89002.6784,0.0000,11.8766,11.7158,0.6546,0.9515,12.0479,11.9120,1.2690,1.0353,11.8278,11.9187,0.7701,0.5959,11148.1437,12326.7535,7102.0486,501.6076
2025-10-07 15:31:30,Hello; my name is (gen 101),GPU,0.0000,7197.3822,0.0000,0.0000,81629.5823,0.0000,11.8033,11.7433,1.0649,0.9481,12.0845,11.9535,1.4011,0.9494,12.0844,11.7451,0.9228,1.0931,11133.3625,11341.5656,12838.3917,502.6291
2025-10-07 15:31:37,Hello; my name is (gen 102),GPU,0.0000,7196.9116,0.0000,0.0000,52640.9222,0.0000,11.9687,11.7114,1.0429,0.7553,11.9265,11.8274,1.3576,0.6192,12.0516,11.7083,1.1770,0.5427,8845.6537,7314.3767,6354.5177,737.9048
2025-10-07 15:31:45,Hello; my name is (gen 103),GPU,0.0000,7203.6946,1.0006,0.0000,51687.5010,7.2991,11.8172,11.9928,1.2069,0.7162,12.0870,11.8204,1.3254,0.6079,11.8634,11.9153,0.9883,0.6122,8589.1818,7175.1378,7294.4264,750.1415
2025-10-07 15:31:53,Hello; my name is (gen 104),GPU,0.5033,7250.0165,0.5050,4.8019,76731.8457,4.0473,11.8073,11.8155,0.5801,0.8075,12.0451,11.9109,1.4555,0.8880,11.8067,11.9957,1.3215,0.6681,9540.8522,10583.6788,8014.9465,236.4603
2025-10-07 15:32:01,Hello; my name is (gen 105),GPU,0.0000,7228.1680,1.0037,0.0000,76448.8576,8.6346,11.9205,11.7948,0.5460,0.6537,11.9639,11.8400,0.6579,0.8928,11.9873,11.9892,1.2966,0.7175,7710.4958,10576.5192,8602.4374,557.7103
2025-10-07 15:32:08,Hello; my name is (gen 106),GPU,0.0000,7223.0117,1.0009,0.0000,68338.6946,7.8538,11.9004,11.7944,0.8868,0.6926,12.0693,11.8336,1.0974,0.7991,12.0754,11.9352,1.0620,0.6575,8168.7076,9461.2465,7846.8529,305.8175
2025-10-07 15:32:16,Hello; my name is (gen 107),GPU,0.5097,7225.9190,0.0000,6.0006,92138.8207,0.0000,11.9200,11.7643,0.9029,1.0006,11.9996,11.8442,1.4474,1.0760,12.0535,11.7063,1.3981,0.4712,11771.8570,12751.1560,5515.4654,388.3564
2025-10-07 15:32:24,Hello; my name is (gen 108),GPU,0.0000,7211.4446,0.0000,0.0000,76222.7576,0.0000,11.9464,11.9031,1.0539,1.1395,12.0334,11.8471,1.2848,0.8937,11.9608,11.8281,0.6926,1.1802,13563.9525,10569.6933,13959.6126,591.5581
2025-10-07 15:32:31,Hello; my name is (gen 109),GPU,0.0000,7218.8113,0.0000,0.0000,80130.4787,0.0000,11.8855,11.7361,1.0427,0.8650,11.9769,11.9685,0.7015,0.9280,12.0859,11.8022,0.8088,0.9767,10152.0944,11100.2318,11526.8526,595.2510
2025-10-07 15:32:39,Hello; my name is (gen 110),GPU,0.0000,7208.0164,0.0000,0.0000,65501.0868,0.0000,11.9240,11.9892,0.5968,0.7001,12.0344,11.8142,0.9205,0.7683,12.0559,11.7849,1.2898,0.5989,8394.0882,9087.2555,7057.5305,662.5702
2025-10-07 15:32:47,Hello; my name is (gen 111),GPU,0.0000,7227.0424,0.0000,0.0000,70755.5636,0.0000,11.8996,11.7975,0.6436,0.5387,11.9220,11.7784,1.4037,0.8310,11.8172,11.9925,0.8143,0.6669,6355.3480,9790.3899,7997.5782,630.8205
2025-10-07 15:32:55,Hello; my name is (gen 112),GPU,0.0000,7207.2935,0.0000,0.0000,52962.9211,0.0000,12.0451,11.9320,1.3838,0.7461,12.0587,11.8844,1.4498,0.6170,11.8731,11.8406,1.2584,0.9700,8901.9026,7348.5173,11485.9114,297.5928
2025-10-07 15:33:02,Hello; my name is (gen 113),GPU,0.0000,7202.0898,0.0000,0.0000,35420.6267,0.0000,11.8248,11.7721,0.5375,0.8564,12.0636,11.9284,1.2451,0.4124,12.0150,11.9289,0.6543,0.5702,10082.2389,4918.1040,6801.5248,706.7489
2025-10-07 15:33:10,Hello; my name is (gen 114),GPU,0.0000,7219.0115,0.0000,0.0000,66936.9421,0.0000,11.8429,11.7759,1.0732,1.1397,11.9471,11.7720,0.9329,0.7880,11.9296,11.9859,0.7117,0.4289,13420.4216,9272.3140,5141.2284,555.1814
2025-10-07 15:33:18,Hello; my name is (gen 115),GPU,0.0000,7196.7006,1.5032,0.0000,84748.3219,11.2953,11.8618,11.7355,1.4096,0.9086,12.0122,11.8875,1.4373,0.9916,12.0629,11.9156,0.5011,0.6306,10662.6548,11775.9967,7514.0117,242.9399
2025-10-07 15:33:25,Hello; my name is (gen 116),GPU,0.0000,7225.4496,0.0000,0.0000,88085.1194,0.0000,11.9834,11.8353,0.6817,0.7919,12.0705,11.8636,0.7558,1.0281,11.9794,11.8550,0.8453,0.4098,9372.0282,12190.9535,4858.3236,628.0192
2025-10-07 15:33:33,Hello; my name is (gen 117),GPU,0.0000,7227.4468,0.0000,0.0000,78659.8406,0.0000,12.0920,11.9676,0.9500,0.6342,12.1000,11.8359,0.9445,0.9202,12.0029,11.8249,0.8745,1.1817,7589.7020,10883.4894,13973.3817,445.7975
2025-10-07 15:33:41,Hello; my name is (gen 118),GPU,0.0000,7210.1431,0.9992,0.0000,89208.4532,13.9878,12.0167,11.7583,1.3780,0.9641,11.9307,11.8655,1.4276,1.0431,11.9938,11.8991,0.9825,1.1765,11335.6099,12372.6328,13998.8741,679.0095
2025-10-07 15:33:49,Hello; my name is (gen 119),GPU,0.0000,7195.9364,0.0000,0.0000,60667.8340,0.0000,11.9894,11.8451,1.0509,0.7365,12.0398,11.8761,0.9792,0.7105,12.0743,11.8112,1.2283,0.6101,8723.6611,8430.8463,7205.5304,517.3923
2025-10-07 15:33:56,Hello; my name is (gen 120),GPU,0.0000,7230.7692,0.0000,0.0000,59204.8881,0.0000,11.8802,11.8445,0.6602,0.4606,12.0592,11.8474,1.2686,0.6914,12.0038,11.9356,0.7410,0.4652,5456.1061,8187.9101,5552.9697,515.3557
2025-10-07 15:34:04,Hello; my name is (gen 121),GPU,0.0000,7206.0995,0.0000,0.0000,69421.8408,0.0000,12.0998,11.7677,1.2335,1.0530,11.9569,11.9268,0.7112,0.8069,12.0678,11.7297,0.6465,0.4475,12391.7008,9633.7610,5248.5784,507.4688
2025-10-07 15:34:12,Hello; my name is (gen 122),GPU,0.0000,7223.4766,0.9999,0.0000,80978.1604,6.0233,11.8909,11.7971,1.4416,1.1571,12.0991,11.8976,1.2237,0.9425,12.0719,11.8411,0.7072,0.5087,13650.2952,11210.4135,6023.7200,610.1824
2025-10-07 15:34:19,Hello; my name is (gen 123),GPU,0.0000,7221.7801,1.0004,0.0000,66038.1045,13.9524,12.0079,11.7417,0.8216,0.6734,12.0603,11.8494,1.0297,0.7717,11.8167,11.7145,1.0062,1.1906,7906.5659,9144.2974,13946.7500,465.3999
2025-10-07 15:34:27,Hello; my name is (gen 124),GPU,0.0000,7212.4779,0.9997,0.0000,87025.9057,11.7702,12.0814,11.9579,1.3346,0.6610,11.9624,11.7847,1.4257,1.0236,11.8821,11.7420,1.4828,1.0027,7904.6924,12066.0204,11773.8308,384.8844
2025-10-07 15:34:35,Hello; my name is (gen 125),GPU,1.0042,7217.2837,0.0000,7.8376,91134.4063,0.0000,12.0919,11.7698,0.5574,0.6631,11.9975,11.8941,1.4328,1.0620,12.0408,11.9254,0.8050,1.1231,7804.6691,12627.2445,13393.8901,673.0678
2025-10-07 15:34:43,Hello; my name is (gen 126),GPU,0.5028,7228.9593,0.0000,5.6814,72043.8238,0.0000,12.0719,11.8116,0.8390,0.9566,12.0832,11.7971,1.1951,0.8451,12.0805,11.8647,1.2146,1.0128,11298.8854,9966.0021,12016.0061,765.7461
2025-10-07 15:34:50,Hello; my name is (gen 127),GPU,0.0000,7341.8667,0.0000,0.0000,94777.4115,0.0000,11.9662,11.7865,0.6149,0.4773,12.0556,11.8493,1.4663,1.0896,12.0778,11.8807,0.5210,1.1151,5625.1098,12909.1708,13247.9776,348.0371
2025-10-07 15:34:58,Hello; my name is (gen 128),GPU,0.5114,7226.0582,0.9980,2.9456,60704.7944,9.8001,12.0191,11.9140,0.6942,0.4834,11.9377,11.8642,1.4418,0.7100,11.9410,11.9159,0.8587,0.8241,5759.8191,8400.8172,9819.5066,537.8072
2025-10-07 15:35:06,Hello; my name is (gen 129),GPU,0.0000,7230.1216,0.0000,0.0000,90506.8925,0.0000,12.0676,11.8369,1.1432,1.1005,11.8335,11.9188,1.3444,1.0499,12.0516,11.8602,0.5054,0.8314,13026.9350,12518.0318,9860.2439,703.1761
2025-10-07 15:35:14,Hello; my name is (gen 130),GPU,0.0000,7237.0806,0.0000,0.0000,64322.7758,0.0000,11.9438,11.7570,1.4941,0.4802,12.0346,11.8029,1.2824,0.7546,12.0419,11.8959,0.6520,0.6066,5645.5938,8887.9452,7216.4194,731.8598
2025-10-07 15:35:21,Hello; my name is (gen 131),GPU,0.5054,7218.5690,1.5080,4.0494,38912.5101,20.2080,12.0491,11.7042,1.0584,0.6845,11.8937,11.7676,0.7960,0.4580,11.8338,11.9712,1.3515,1.1194,8011.4668,5390.6127,13400.5551,202.1508
2025-10-07 15:35:29,Hello; my name is (gen 132),GPU,0.0000,7226.9356,0.0000,0.0000,82171.1655,0.0000,12.0688,11.9609,0.8069,0.8407,12.0420,11.8474,1.0832,0.9597,11.8788,11.7193,0.9024,1.1879,10055.2147,11370.1256,13921.8193,755.5484
2025-10-07 15:35:37,Hello; my name is (gen 133),GPU,0.5069,7221.4589,0.0000,6.9930,60158.4386,0.0000,11.8558,11.8544,1.1624,1.1638,12.0022,11.7862,1.2222,0.7070,11.8784,11.7805,1.0996,0.8184,13796.2798,8330.5104,9640.9620,241.8227
2025-10-07 15:35:45,Hello; my name is (gen 134),GPU,0.0000,7236.5863,0.9995,0.0000,62722.8087,11.8520,11.9994,11.7265,1.2751,0.8549,12.0373,11.9404,0.9097,0.7266,12.0353,11.9505,0.8102,0.9923,10024.4823,8667.4581,11858.5501,637.2846
2025-10-07 15:35:52,Hello; my name is (gen 135),GPU,0.5071,7197.5782,0.0000,6.7431,52764.7119,0.0000,11.8346,11.7410,0.8657,1.1325,12.0434,11.8643,0.7473,0.6165,12.0435,11.7721,0.5249,1.1374,13296.9961,7330.8980,13389.1422,326.7089
2025-10-07 15:36:00,Hello; my name is (gen 136),GPU,0.0000,7213.7036,0.0000,0.0000,72109.7120,0.0000,11.8981,11.9830,1.4009,0.8641,12.0204,11.7511,0.8532,0.8519,11.9453,11.9898,1.3956,1.0246,10355.0708,9996.2122,12285.1793,561.5718
2025-10-07 15:36:08,Hello; my name is (gen 137),GPU,0.5121,7301.4753,0.0000,5.7536,63968.0371,0.0000,11.8745,11.7450,0.5364,0.9566,12.0492,11.9411,0.9036,0.7333,11.9260,11.7579,0.6370,0.5568,11234.8178,8760.9743,6547.0089,247.9659
2025-10-07 15:36:16,Hello; my name is (gen 138),GPU,0.0000,7288.3677,0.0000,0.0000,60055.3964,0.0000,11.9248,11.7354,1.0277,0.8625,11.8493,11.8389,1.0699,0.6950,11.9595,11.8433,0.7103,1.0798,10121.7731,8239.8966,12788.4978,275.5507
2025-10-07 15:36:23,Hello; my name is (gen 139),GPU,0.0000,7278.4984,0.0000,0.0000,43942.0927,0.0000,12.0714,11.8211,0.7946,0.6572,11.9527,11.8094,0.6264,0.5112,11.9195,11.7583,1.0982,0.7546,7769.0303,6037.2470,8872.7563,796.2504
2025-10-07 15:36:31,Hello; my name is (gen 140),GPU,0.0000,7351.7385,0.0000,0.0000,76893.7668,0.0000,11.8458,11.9189,0.6858,0.6455,11.9400,11.8697,1.2720,0.8785,12.0067,11.8912,0.9544,0.8534,7694.0446,10459.2631,10148.0117,648.9376
2025-10-07 15:36:39,Hello; my name is (gen 141),GPU,0.0000,7256.4819,0.0000,0.0000,74080.3637,0.0000,11.8813,11.8301,0.6367,0.5927,12.0722,11.7876,1.4576,0.8642,11.8876,11.7317,0.6455,0.6675,7011.1463,10208.8539,7830.8238,219.0001
