Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW,Memory_mB
2025-10-07 15:48:30,Hello; my name is (gen 94),GPU,0.0000,2223.0825,0.0000,0.0000,27230.5360,0.0000,11.9608,11.9454,1.3219,0.5925,11.9445,11.9421,1.1934,1.0258,12.0549,11.8662,1.1794,0.4053,7077.6173,12248.9991,4809.7866,207.9642
2025-10-07 15:48:38,Hello; my name is (gen 95),GPU,0.0000,8039.4764,0.0000,0.0000,82080.7578,0.0000,11.8512,11.7557,0.7775,0.6910,11.9471,11.9435,1.1456,0.8547,12.0764,11.8490,0.5731,1.1929,8123.1043,10209.7144,14134.3903,646.8352
2025-10-07 15:48:40,Hello; my name is (gen 96),GPU,0.5183,1098.6242,0.0000,7.3965,8771.8577,0.0000,11.8604,11.9287,1.0215,1.1963,11.9621,11.9016,1.1833,0.6702,12.0082,11.8618,1.3623,0.9349,14270.1628,7984.4022,11090.1060,323.1857
2025-10-07 15:48:43,Hello; my name is (gen 97),GPU,0.5467,2405.3535,0.0000,2.8198,20368.2236,0.0000,11.9827,11.7709,1.1578,0.4382,11.8404,11.9097,1.2292,0.7120,11.9852,11.8745,0.7386,0.6906,5157.8988,8467.8710,8200.7073,305.7935
2025-10-07 15:48:44,Hello; my name is (gen 98),GPU,0.0000,1463.5375,0.0000,0.0000,9623.4312,0.0000,12.0428,11.7617,1.3639,0.8972,12.0791,11.8951,0.8939,0.5531,11.8388,11.7414,1.4132,0.5021,10552.8519,6575.4595,5895.1999,587.2407
2025-10-07 15:48:47,Hello; my name is (gen 99),GPU,0.0000,2213.0959,0.9999,0.0000,23680.3344,5.0620,11.8063,11.7268,0.7202,0.4025,12.0380,11.7761,1.0345,0.9084,11.8381,11.9572,1.4957,0.4234,4719.6589,10700.0941,5062.3173,425.6417
2025-10-07 15:48:57,Hello; my name is (gen 100),GPU,1.0059,9849.1554,0.0000,6.7035,104979.1085,0.0000,12.0349,11.8685,1.2258,0.5615,11.9074,11.8493,0.8839,0.8968,11.8596,11.7839,0.9462,1.1104,6664.3067,10658.6914,13084.6330,552.5268
2025-10-07 15:48:59,Hello; my name is (gen 101),GPU,0.0000,1500.7446,0.9992,0.0000,19319.6444,12.0397,11.9480,11.8260,1.4692,1.1602,11.9243,11.8917,1.2605,1.0823,11.9097,11.8580,1.1884,1.0161,13720.8417,12873.3727,12049.2157,526.4983
2025-10-07 15:49:02,Hello; my name is (gen 102),GPU,0.0000,2029.7761,0.0000,0.0000,15020.1921,0.0000,11.9273,11.9044,0.6324,0.8300,12.0327,11.8145,1.1412,0.6256,12.0992,11.7234,0.7008,0.5798,9880.9239,7399.9256,6797.1563,373.9901
2025-10-07 15:49:04,Hello; my name is (gen 103),GPU,0.0000,1667.5210,1.0006,0.0000,11535.1562,6.1723,11.8914,11.7959,1.2433,0.7536,11.9647,11.8714,1.2164,0.5830,11.9856,11.7145,0.5353,0.5266,8889.1917,6917.5478,6168.3299,514.6377
2025-10-07 15:49:06,Hello; my name is (gen 104),GPU,0.0000,1837.1935,0.0000,0.0000,18883.9418,0.0000,11.8906,11.7631,1.1801,1.0615,12.0282,11.8848,1.2386,0.8644,11.8002,11.7908,0.5898,1.0824,12486.7615,10278.6897,12762.6895,465.1964
2025-10-07 15:49:07,Hello; my name is (gen 105),GPU,0.0000,1091.7428,0.0000,0.0000,10652.7740,0.0000,11.9712,11.7745,0.6416,0.5891,12.0334,11.7982,1.2509,0.8277,11.8913,11.8129,0.5650,0.8418,6936.8418,9757.5861,9944.6811,615.9671
2025-10-07 15:49:10,Hello; my name is (gen 106),GPU,0.0000,2596.1576,0.0000,0.0000,26925.1875,0.0000,12.0822,11.7596,0.7740,1.0091,11.9653,11.8855,1.2480,0.8728,12.0527,11.8577,0.5433,1.1298,11866.2023,10371.1685,13396.7132,511.8594
2025-10-07 15:49:12,Hello; my name is (gen 107),GPU,0.0000,1285.3553,0.0000,0.0000,12962.3995,0.0000,11.8379,11.8401,0.8546,0.6653,12.0731,11.9355,0.9840,0.8466,11.9169,11.8795,1.1211,0.9799,7877.4808,10084.6818,11641.0340,550.2596
2025-10-07 15:49:14,Hello; my name is (gen 108),GPU,0.0000,1095.5410,0.0000,0.0000,10220.2886,0.0000,11.9320,11.8110,0.6598,0.9682,11.9388,11.9389,1.3780,0.7822,11.9599,11.8229,1.1582,0.6406,11435.3188,9328.9878,7574.2566,354.7250
2025-10-07 15:49:16,Hello; my name is (gen 109),GPU,0.0000,1655.2672,0.0000,0.0000,19538.5298,0.0000,12.0845,11.9342,1.0285,1.0240,12.0769,11.9528,1.4130,0.9878,11.9551,11.7746,0.5717,0.6821,12221.0916,11803.8522,8031.0077,413.6285
2025-10-07 15:49:18,Hello; my name is (gen 110),GPU,0.0000,1839.4189,0.0000,0.0000,21688.0381,0.0000,12.0411,11.9983,0.9507,0.7348,11.8720,11.9167,0.7401,0.9889,11.9017,11.7862,1.3007,0.7325,8816.5858,11790.7010,8632.7869,388.5255
2025-10-07 15:49:20,Hello; my name is (gen 111),GPU,0.0000,1467.8464,0.9990,0.0000,12817.5252,11.7623,11.9627,11.7155,0.9001,1.1049,11.8801,11.8336,1.1701,0.7376,11.8519,11.8287,0.6698,0.9954,12944.6019,8732.1979,11774.3676,323.2893
2025-10-07 15:49:21,Hello; my name is (gen 112),GPU,0.0000,901.1064,0.0000,0.0000,10786.8168,0.0000,12.0986,11.7078,0.6476,0.9534,12.0396,11.7730,1.1564,1.0168,12.0811,11.7596,0.5415,0.5167,11162.2373,11970.6366,6076.3785,602.2176
2025-10-07 15:49:23,Hello; my name is (gen 113),GPU,0.5105,1652.9474,0.0000,4.5733,15209.3845,0.0000,12.0427,11.7236,1.3579,0.7642,12.0441,11.8394,1.2284,0.7773,11.9238,11.9581,0.5773,0.5230,8959.1786,9201.3722,6253.6875,281.0127
2025-10-07 15:49:30,Hello; my name is (gen 114),GPU,0.0000,6333.9624,0.0000,0.0000,74584.9338,0.0000,11.8519,11.9152,0.7049,0.8755,11.9879,11.7509,1.4443,1.0023,12.0328,11.9201,0.8318,0.4182,10432.0825,11775.3988,4985.2134,282.6799
2025-10-07 15:49:32,Hello; my name is (gen 115),GPU,0.0000,1842.4029,0.0000,0.0000,17566.1496,0.0000,11.9940,11.8584,1.4333,0.9746,12.0900,11.7984,0.8609,0.8087,11.9541,11.8197,0.6980,0.5570,11557.5110,9534.3691,6583.4130,308.7478
2025-10-07 15:49:34,Hello; my name is (gen 116),GPU,0.0000,1664.1612,0.0000,0.0000,17277.6946,0.0000,12.0275,11.7672,1.1022,1.0058,11.9762,11.9500,1.1206,0.8693,11.9949,11.9462,0.7786,1.0020,11835.7791,10382.2241,11970.0516,443.3156
2025-10-07 15:49:37,Hello; my name is (gen 117),GPU,0.0000,2760.4127,0.0000,0.0000,26291.7788,0.0000,11.8307,11.9799,0.7467,0.9418,12.0321,11.8997,0.7226,0.8010,11.9394,11.8939,1.1297,0.4323,11283.1365,9524.5827,5141.5247,554.8665
2025-10-07 15:49:43,Hello; my name is (gen 118),GPU,0.0000,5199.0683,0.0000,0.0000,50548.5078,0.0000,11.9156,11.8718,0.9175,0.5845,12.0478,11.8393,0.8326,0.8201,11.8091,11.8534,1.2820,1.0407,6939.0139,9722.6089,12335.8305,632.4188
2025-10-07 15:49:45,Hello; my name is (gen 119),GPU,0.0000,1846.3411,0.0000,0.0000,18243.1376,0.0000,12.0784,11.7400,1.2264,0.9560,12.0659,11.8439,1.3089,0.8339,12.0414,11.7676,0.5359,0.9370,11223.3551,9880.6972,11025.7264,530.4260
2025-10-07 15:49:47,Hello; my name is (gen 120),GPU,0.0000,1840.9834,0.0000,0.0000,16780.6362,0.0000,11.9131,11.9535,0.7850,0.5689,11.8526,11.7948,1.2251,0.7729,11.9373,11.9909,1.2024,0.4910,6799.9901,9115.0394,5887.3819,710.9597
2025-10-07 15:49:50,Hello; my name is (gen 121),GPU,0.5062,2594.9266,0.0000,6.6900,13877.7644,0.0000,12.0537,11.8624,1.2411,1.1142,11.9267,11.8225,1.2107,0.4522,11.9261,11.9143,1.1204,0.6824,13217.1687,5348.0374,8130.6865,459.5872
2025-10-07 15:49:52,Hello; my name is (gen 122),GPU,0.6473,1273.8395,0.9999,4.4537,13481.7503,14.0696,12.0035,11.9981,1.3301,0.5734,12.0781,11.8405,1.4195,0.8938,12.0779,11.7989,0.6049,1.1925,6880.2863,10583.5551,14070.6624,621.1492
2025-10-07 15:49:54,Hello; my name is (gen 123),GPU,0.0000,1276.1109,0.0000,0.0000,8953.8132,0.0000,12.0411,11.9837,1.3360,0.5492,11.9791,11.9043,0.6729,0.5905,11.8821,11.9478,1.2918,0.6414,6582.0056,7016.4852,7662.7065,588.3944
2025-10-07 15:49:55,Hello; my name is (gen 124),GPU,0.0000,1093.6532,1.0004,0.0000,9310.7249,12.6536,11.8874,11.9020,0.6089,0.4878,12.0000,11.8307,1.4144,0.7200,11.8303,11.7527,0.5550,1.0762,5805.7274,8513.4162,12648.4494,359.1166
2025-10-07 15:49:58,Hello; my name is (gen 125),GPU,0.0000,2022.0904,0.0000,0.0000,16619.0729,0.0000,11.9233,11.9245,0.6844,1.1648,11.8963,11.8621,1.4596,0.6908,11.9537,11.8762,0.8401,0.4672,13889.4100,8218.7585,5548.7259,345.1436
2025-10-07 15:50:00,Hello; my name is (gen 126),GPU,0.0000,1839.8371,0.0000,0.0000,14734.9931,0.0000,11.8241,11.7891,0.6134,0.6059,12.0888,11.8263,1.3750,0.6770,11.9652,11.9392,1.2131,1.0394,7142.5878,8008.8576,12409.4254,755.6615
2025-10-07 15:50:02,Hello; my name is (gen 127),GPU,0.0000,1650.3980,0.0000,0.0000,13798.4881,0.0000,11.8344,11.8214,1.4339,0.9994,12.0825,11.9129,1.2734,0.7022,11.8142,11.9220,1.1757,0.8088,11813.7594,8360.7032,9643.0496,791.9207
2025-10-07 15:50:06,Hello; my name is (gen 128),GPU,0.0000,3886.2338,0.0000,0.0000,42956.7120,0.0000,11.9649,11.9731,1.3075,0.7110,11.9440,11.7476,1.4573,0.9410,12.0268,11.9920,1.3961,1.0307,8513.0654,11053.5583,12359.7707,488.5022
2025-10-07 15:50:09,Hello; my name is (gen 129),GPU,0.0000,2206.8388,0.9997,0.0000,22042.2920,9.9722,11.8611,11.9680,1.3082,0.9348,12.0797,11.8941,1.2248,0.8392,11.8361,11.7591,0.9826,0.8483,11188.0070,9988.1747,9975.2933,705.8290
2025-10-07 15:50:11,Hello; my name is (gen 130),GPU,0.0000,1840.0342,0.0000,0.0000,15749.1021,0.0000,12.0356,11.8058,1.0791,1.0496,11.9382,11.9122,1.3037,0.7185,11.9917,11.7132,0.9833,0.5809,12391.3067,8559.1353,6804.1595,350.4134
2025-10-07 15:50:13,Hello; my name is (gen 131),GPU,0.0000,1831.6381,0.9999,0.0000,19560.1987,11.0426,12.0926,11.9129,0.8170,0.5794,11.9442,11.7787,1.1771,0.9077,12.0521,11.8440,0.7379,0.9324,6901.7392,10679.0740,11043.4152,341.5169
2025-10-07 15:50:16,Hello; my name is (gen 132),GPU,0.0000,1855.5698,0.0000,0.0000,16060.5088,0.0000,11.8712,11.9821,0.9849,0.7350,12.0857,11.9632,0.9141,0.7231,11.9649,11.9853,1.3084,0.5057,8806.9083,8655.2974,6061.2864,345.0774
2025-10-07 15:50:18,Hello; my name is (gen 133),GPU,0.0000,1837.5888,0.0000,0.0000,23796.6841,0.0000,11.9826,11.7955,1.0198,1.0595,12.0959,11.8109,1.1930,1.0964,11.9819,11.8327,0.6409,0.4281,12497.6967,12949.9506,5065.7576,699.5195
2025-10-07 15:50:20,Hello; my name is (gen 134),GPU,0.0000,2029.9764,0.0000,0.0000,20122.7199,0.0000,11.9465,11.7053,0.8346,0.6930,12.0119,11.7388,0.5685,0.8445,11.8519,11.8495,0.8052,0.5284,8112.1832,9912.7853,6260.9101,367.9799
2025-10-07 15:50:22,Hello; my name is (gen 135),GPU,0.0000,1462.0633,0.0000,0.0000,12856.3784,0.0000,12.0369,11.9323,0.7843,1.1760,11.9557,11.9369,1.1125,0.7366,12.0022,11.7048,0.6652,0.4867,14032.3499,8793.3117,5696.7680,707.0592
2025-10-07 15:50:23,Hello; my name is (gen 136),GPU,0.0000,901.7706,1.0011,0.0000,6760.7395,12.0095,11.9320,11.8672,1.3076,0.6388,11.9546,11.8664,1.4643,0.6312,11.9145,11.8026,1.1743,1.0164,7581.2713,7497.1834,11996.0947,581.2362
2025-10-07 15:50:25,Hello; my name is (gen 137),GPU,0.0000,1280.2076,0.0000,0.0000,15504.9476,0.0000,11.8544,11.7372,0.9658,1.0665,11.9582,11.7992,1.2226,1.0268,11.9994,11.7069,1.2407,0.4961,12517.9057,12111.2757,5808.2488,460.5593
2025-10-07 15:50:32,Hello; my name is (gen 138),GPU,0.0000,6311.8169,0.0000,0.0000,87936.0142,0.0000,11.8071,11.7013,1.0231,0.7249,11.8632,11.8284,0.7357,1.1777,12.0442,11.9098,1.3705,1.0636,8482.2867,13931.9653,12667.7412,784.1096
2025-10-07 15:50:40,Hello; my name is (gen 139),GPU,0.0000,7270.0467,1.0002,0.0000,73550.5005,10.5055,12.0668,11.7650,1.3510,0.8646,11.8511,11.8502,1.3962,0.8564,11.9469,11.7350,0.6861,0.8951,10171.7362,10116.9227,10503.7658,599.4086
2025-10-07 15:50:42,Hello; my name is (gen 140),GPU,0.0000,2404.4950,0.0000,0.0000,28641.9226,0.0000,12.0553,11.8598,1.4730,0.7105,12.0139,11.9466,1.4552,0.9966,11.8679,11.9691,1.2716,0.4001,8426.1124,11911.8246,4788.3326,484.1429
2025-10-07 15:50:47,Hello; my name is (gen 141),GPU,0.0000,4090.7066,0.9999,0.0000,47064.5499,11.2449,12.0946,11.9463,1.2050,0.9379,11.9377,11.8131,0.8966,0.9749,11.8977,11.7900,0.6341,0.9538,11204.3760,11505.2373,11245.6896,251.9363
2025-10-07 15:50:49,Hello; my name is (gen 142),GPU,0.0000,2019.6393,0.0000,0.0000,13321.7672,0.0000,12.0989,11.7421,0.7920,0.6474,12.0219,11.8607,0.9969,0.5562,11.8800,11.9942,1.0538,1.0372,7602.0807,6596.1123,12439.9062,524.2545
2025-10-07 15:50:52,Hello; my name is (gen 143),GPU,0.0000,2398.4709,0.7672,0.0000,16565.6744,9.6610,11.9464,11.9476,1.2600,0.8774,11.9913,11.8636,1.0524,0.5820,11.8452,11.7611,1.1055,1.0706,10482.9569,6906.7649,12591.9711,370.4135
2025-10-07 15:50:54,Hello; my name is (gen 144),GPU,0.0000,1833.0123,0.0000,0.0000,18794.7719,0.0000,11.9854,11.7970,1.3233,1.1970,12.0448,11.9188,0.8380,0.8594,11.8974,11.9811,1.4388,1.1735,14120.5299,10253.4890,14059.5960,485.3031
2025-10-07 15:50:56,Hello; my name is (gen 145),GPU,0.0000,907.2495,0.0000,0.0000,6763.2728,0.0000,12.0020,11.7553,0.6810,1.0752,12.0080,11.8014,1.1209,0.6318,12.0068,11.7381,0.5016,0.7268,12639.8497,7454.7004,8531.4155,615.7848
2025-10-07 15:50:58,Hello; my name is (gen 146),GPU,0.0000,2019.8600,0.0000,0.0000,18628.7351,0.0000,11.8769,11.7321,0.5728,0.8205,12.0577,11.8516,0.7757,0.7783,11.9059,11.7919,0.9535,0.8606,9626.6832,9222.7852,10148.3388,553.6741
2025-10-07 15:51:01,Hello; my name is (gen 147),GPU,0.0000,2211.2854,0.0000,0.0000,18008.0436,0.0000,11.8637,11.7373,1.2771,0.9639,12.0588,11.9116,1.3576,0.6827,12.0739,11.9632,0.5995,0.4836,11314.1631,8143.6996,5785.5626,367.0166
2025-10-07 15:51:03,Hello; my name is (gen 148),GPU,0.5045,1838.7978,0.0000,2.6882,20116.3839,0.0000,11.8958,11.7993,1.1670,0.4516,12.0694,11.7887,1.1925,0.9279,11.8263,11.8552,0.8857,0.5140,5328.5541,10939.9651,6093.2608,301.9107
2025-10-07 15:51:05,Hello; my name is (gen 149),GPU,0.0000,1649.0257,0.0000,0.0000,16654.7621,0.0000,11.9262,11.7280,1.4714,0.4451,11.9768,11.8417,0.8900,0.8554,11.8642,11.8006,1.3765,0.8554,5219.8627,10099.7591,10094.1890,631.5003
2025-10-07 15:51:10,Hello; my name is (gen 150),GPU,0.0000,4819.7637,0.0000,0.0000,43141.8694,0.0000,11.8033,11.8613,0.8259,0.4471,12.0394,11.8805,1.2285,0.7532,11.9949,11.8668,1.4955,1.0437,5302.7033,8951.0342,12385.2077,485.3325
2025-10-07 15:51:18,Hello; my name is (gen 151),GPU,0.0000,7612.6208,0.0000,0.0000,82034.1572,0.0000,11.8978,11.8420,0.6177,1.1665,11.8403,11.9428,1.4673,0.9030,11.9912,11.8751,1.2755,1.1585,13813.8086,10776.0729,13757.7950,252.8950
2025-10-07 15:51:19,Hello; my name is (gen 152),GPU,0.0000,909.9467,0.0000,0.0000,7626.2144,0.0000,11.8832,11.9290,0.5782,0.9523,12.0734,11.7786,1.3002,0.7119,12.0364,11.8334,0.9678,1.0446,11360.0553,8380.9464,12361.0944,261.5661
2025-10-07 15:51:22,Hello; my name is (gen 153),GPU,0.0000,2024.2288,0.0000,0.0000,21101.3982,0.0000,12.0417,11.8570,0.9241,0.6706,12.0627,11.8595,1.2073,0.8771,11.8148,11.9755,0.7591,0.5898,7951.6758,10424.4135,7063.6455,312.8428
2025-10-07 15:51:26,Hello; my name is (gen 154),GPU,0.0000,3337.3663,0.0000,0.0000,29494.1019,0.0000,11.9301,11.7745,1.2750,0.7017,12.0834,11.8579,1.3130,0.7473,12.0601,11.7457,1.1335,0.8334,8262.1556,8837.5380,9788.9211,433.0605
2025-10-07 15:51:28,Hello; my name is (gen 155),GPU,0.0000,2013.9391,0.0000,0.0000,10516.4217,0.0000,11.8393,11.7098,0.6278,0.7960,11.9933,11.8953,1.2665,0.4389,12.0662,11.7614,0.9211,0.7125,9320.4907,5221.8170,8380.0670,537.0980
2025-10-07 15:51:31,Hello; my name is (gen 156),GPU,0.5109,2213.2108,0.0000,5.1748,20883.2519,0.0000,12.0494,11.8174,1.4243,0.8571,12.0083,11.8111,1.4876,0.7989,11.9754,11.7895,0.5708,1.1946,10128.1198,9435.7264,14083.7167,381.7300
2025-10-07 15:51:33,Hello; my name is (gen 157),GPU,1.0068,1647.1612,0.0000,6.8514,16428.5258,0.0000,11.8003,11.8944,0.6716,0.5721,11.9185,11.8583,1.3232,0.8413,12.0415,11.8057,1.1292,1.1265,6804.8097,9973.8418,13298.5521,402.0618
2025-10-07 15:51:35,Hello; my name is (gen 158),GPU,0.0000,1842.1185,0.0000,0.0000,13019.6070,0.0000,11.9806,11.8913,1.3905,0.7372,12.0224,11.8934,1.1108,0.5944,11.8279,11.8069,1.3074,0.7749,8766.4552,7067.7359,9149.0727,771.8503
